Q	#up	#dn	#all
F_3252	24	24	24
F_3253	12	12	12
F_3254	12	12	12
F_3255	6	6	6
F_3256	18	18	18
F_3257	18	18	18
F_3258	12	12	12
F_3259	6	6	6
F_3260	18	18	18
F_3261	18	18	18
F_3262	12	12	12
F_3263	6	6	6
F_3264	18	18	18
F_3265	18	18	18
F_3266	6	6	6
F_3267	18	18	18
F_3268	24	24	24
F_3269	18	18	18
F_3270	24	24	24
F_3271	24	24	24
F_3272	18	18	18
F_3273	6	6	6
F_3274	24	24	24
F_3275	18	18	18
F_3276	24	24	24
F_3277	24	24	24
F_3278	24	24	24
F_3279	24	24	24
F_3280	24	24	24
F_3281	18	18	18
F_3282	6	6	6
F_3283	18	18	18
F_3284	24	24	24
F_3285	24	24	24
F_3286	24	24	24
F_3287	18	18	18
F_3288	18	18	18
F_3289	6	6	6
F_3290	18	18	18
F_3291	18	18	18
F_3292	24	24	24
F_3293	24	24	24
F_3294	24	24	24
F_3295	6	6	6
F_3296	12	12	12
F_3297	12	12	12
F_3298	12	12	12
F_3299	24	24	24
F_3300	24	24	24
F_3301	12	12	12
F_3302	12	12	12
F_3303	12	12	12
F_3304	12	12	12
F_3305	12	12	12
F_3306	12	12	12
F_3307	12	12	12
F_3308	12	12	12
F_3309	12	12	12
F_3310	12	12	12
F_3311	12	12	12
F_3312	24	24	24
F_3313	24	24	24
F_3314	12	12	12
F_3315	12	12	12
F_3316	12	12	12
F_3317	24	24	24
F_3318	24	24	24
F_3319	12	12	12
F_3320	12	12	12
F_3321	12	12	12
F_3322	12	12	12
F_3323	12	12	12
F_3324	12	12	12
F_3325	12	12	12
F_3326	12	12	12
F_3327	12	12	12
F_3328	12	12	12
F_3329	12	12	12
F_3330	12	12	12
F_3331	12	12	12
F_3332	12	12	12
F_3333	12	12	12
F_3334	12	12	12
F_3335	12	12	12
F_3336	12	12	12
F_3337	12	12	12
F_3338	12	12	12
F_3339	12	12	12
F_3340	12	12	12
F_3341	12	12	12
F_3342	12	12	12
F_3343	12	12	12
F_3344	12	12	12
F_3345	12	12	12
F_3346	12	12	12
F_3347	12	12	12
F_3348	12	12	12
F_3349	6	6	6
F_3350	6	6	6
F_3351	6	6	6
F_3352	12	12	12
F_3353	12	12	12
F_3354	12	12	12
F_3355	12	12	12
F_3356	12	12	12
F_3357	12	12	12
F_3358	10	10	10
F_3359	12	12	12
F_3360	12	12	12
F_3361	12	12	12
F_3362	12	12	12
F_3363	12	12	12
F_3364	12	12	12
F_3365	12	12	12
F_3366	12	12	12
F_3367	12	12	12
F_3368	12	12	12
F_3369	12	12	12
F_3370	12	12	12
F_3371	12	12	12
F_3372	12	12	12
F_3373	12	12	12
F_3374	12	12	12
F_3375	12	12	12
F_3376	12	12	12
F_3377	12	12	12
F_3378	12	12	12
F_3379	12	12	12
F_3380	12	12	12
F_3381	12	12	12
F_3382	12	12	12
F_3383	12	12	12
F_3384	12	12	12
F_3385	12	12	12
F_3386	6	6	6
F_3387	6	6	6
F_3388	6	6	6
F_3389	10	10	10
F_3390	12	12	12
F_3391	12	12	12
F_3392	6	6	6
F_3393	12	12	12
F_3394	6	6	6
F_3395	12	12	12
F_3396	12	12	12
F_3397	6	6	6
F_3398	12	12	12
F_3399	6	6	6
F_3400	12	12	12
F_3401	12	12	12
F_3402	6	6	6
F_3403	12	12	12
F_3404	12	12	12
F_3405	6	6	6
F_3406	10	10	10
F_3407	10	10	10
F_3408	10	10	10
F_3409	10	10	10
F_3410	10	10	10
F_3411	10	10	10
F_3412	10	10	10
F_3413	10	10	10
F_3414	12	12	12
F_3415	24	24	24
F_3416	24	24	24
F_3417	12	12	12
F_3418	12	12	12
F_3419	24	24	24
F_3420	24	24	24
F_3421	12	12	12
F_3422	12	12	12
F_3423	24	24	24
F_3424	24	24	24
F_3425	12	12	12
F_3426	24	24	72
F_3427	24	24	72
F_3428	24	24	72
F_3429	24	24	72
F_3430	24	24	72
F_3431	24	24	72
F_3432	12	12	12
F_3433	12	12	12
F_3434	12	12	12
F_3435	12	12	12
F_3436	12	12	12
F_3437	12	12	12
F_3438	12	12	12
F_3439	12	12	12
F_3440	12	12	12
F_3441	12	12	12
F_3442	12	12	12
F_3443	12	12	12
F_3444	12	12	12
F_3445	24	24	24
F_3446	12	12	12
F_3447	24	24	24
F_3448	12	12	12
F_3449	24	24	24
F_3450	24	24	24
F_3451	12	12	12
F_3452	24	24	24
F_3453	12	12	12
F_3454	24	24	24
F_3455	12	12	12
F_3456	7	7	7
